turn_id	grader	verdict	refused_by	q1	q2	q3	q4	agree_q1	agree_q2	agree_q4	survives_alone	seed	run_state	role	instance
kokomi-slice2-t05	opus-5-fresh	SURVIVES	-	I spent both energy on damage: All Streams Flow to the Sea into Nibbit for 9 (Charge alre…	Gyorin Formation alone, and I weighed it seriously — it is the closest call on the page. …	It gave up all 16 points of blocking, including the 6 that would have carried into next t…	Yes. Attack for 12 against 48 HP is exactly the band where racing is affordable; move the…	-	-	-	yes	4E4D9AV2RPPU	RUN	deciding	-
kokomi-slice2-t06	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played All Streams Flow to the Sea on Nibbit for 9 damage, then Twin Tides, spending 6 …	I seriously considered Water's Edge followed by All Streams Flow to the Sea for 15 total …	It gave up 6 immediate damage compared with the two-attack line and spent 6 Charge in exc…	Yes. With no attack or a substantially smaller attack telegraphed, I would have favored W…	-	-	-	yes	4E4D9AV2RPPU	RUN	deciding	-
kokomi-slice2-t06	opus-5-fresh	SURVIVES	-	All Streams Flow to the Sea at Nibbit first, then Twin Tides taking the Spend 6 Charge ha…	Two, seriously. First, Water's Edge plus All Streams Flow to the Sea for 15 damage, takin…	Charge, mainly. I burned 8 down to 2, which deflates All Streams Flow to the Sea and Gyor…	Yes. The 12 is what made Twin Tides' expensive half worth the Charge — it is the exact nu…	-	-	-	yes	4E4D9AV2RPPU	RUN	deciding	-
kokomi-slice2-t07	codex-gpt-5.6-sol-fresh	SURVIVES	-	I played Coral Guard, then Water's Edge and All Streams Flow to the Sea at Sludge Spinner…	I seriously considered Rally the Isles followed by Coral Guard, preserving the same 5 Blo…	It gave up Rally the Isles' Muster 2 and 1 Charge in exchange for 15 known damage.	Yes. If Sludge Spinner had not intended to attack, I would have been more willing to repl…	-	-	-	yes	QWVYM3T6J6RF	RUN	deciding	-
kokomi-slice2-t07	opus-5-fresh	SURVIVES	-	All three one-cost cards, spending exactly 3 energy: All Streams Flow to the Sea into Slu…	Rally the Isles for 2, then one one-cost with the last energy. I weighed it as the setup …	The Muster entirely. Two cards I would have transformed stay whatever they are, I do not …	Yes. If the Spinner had telegraphed nothing, a buff, or an attack small enough to shrug o…	-	-	-	yes	QWVYM3T6J6RF	RUN	deciding	-
kokomi-slice2-t08	codex-gpt-5.6-sol-fresh	REFUSED	intent_insensitive	Water's Edge and All Streams Flow to the Sea on Sludge Spinner, then Coral Guard. This de…	Watatsumi Levy followed by one attack, but Muster 2 has an unspecified random result and …	It gave up spending 6 Charge to Muster 2 and the possible value of the random Inazuma Com…	No. With the two attacks costing 2 Energy total, Coral Guard is the only remaining afford…	-	-	-	no	QWVYM3T6J6RF	RUN	deciding	-
kokomi-slice2-t08	opus-5-fresh	SURVIVES	-	All three one-cost cards, using the full 3 energy. All Streams Flow to the Sea into Sludg…	Yes: All Streams Flow to the Sea for 9, then Watatsumi Levy, spending 6 Charge to Muster …	It gave up the Muster entirely — this hand's only route to the Inazuma Companion cards, a…	Yes. Coral Guard is only worth its energy because an 8-damage attack is telegraphed; agai…	-	-	-	yes	QWVYM3T6J6RF	RUN	deciding	-
# staged board: this hand and this board were set by hand through a dev door, so nothing measured here is comparable to any run, and nothing here is a claim about whether the turn is fun
# down-weighting: a grader whose q2 disagrees with [USER] on 3 of its last 5 shared turns cannot mark a turn SURVIVES alone
# UNRUN: R221 B: sequential stopping. This board was staged in the round's pre-registered order and NOT run, because every registered slot it carries was already DECIDED -- two or more grades that all agreed -- before its turn came. Its seed is pinned here so a later round runs THIS board rather than a re-rolled one. Nothing about it was graded, and an UNRUN board is a board with no record, never a struck one (R101b)
