fight_id	turn	field	sim_value	engine_value	action_context	suspected_reading_corruption
soak-20260804-225937-run001#f1	3	l2.fanfare_after_turn	18	20	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run001#f1	3	l2.fanfare_next_open_post_decay	14	20	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run001#f1	4	l2.block_at_turn_end	17	15	cards=3/3 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run001#f1	4	l2.fanfare_after_turn	20	19	cards=3/3 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run001#f1	4	l2.fanfare_next_open_post_decay	16	19	cards=3/3 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run001#f1		record.cards_played[Ethereal Spotlight]	0	5	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run001#f1		record.cards_played[Soloist's Solicitation]	4	5	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run001#f2		record.cards_played[Ethereal Spotlight]	0	1	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run002#f1	1	l2.block_at_turn_end	0	1	cards=5/5 hand_unresolved=0 n_enemies=3	0
soak-20260804-225937-run002#f1	1	l2.enemy_pool_drop	13	7	cards=5/5 hand_unresolved=0 n_enemies=3 pool=53->46	0
soak-20260804-225937-run002#f1	1	l2.fanfare_after_turn	0	5	cards=5/5 hand_unresolved=0 n_enemies=3	0
soak-20260804-225937-run002#f1	1	l2.fanfare_next_open_post_decay	0	5	cards=5/5 hand_unresolved=0 n_enemies=3	0
soak-20260804-225937-run002#f1	2	l2.block_at_turn_end	13	11	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-225937-run002#f1	2	l2.fanfare_after_turn	5	9	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-225937-run002#f1	2	l2.fanfare_next_open_post_decay	4	9	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-225937-run002#f1	3	l2.block_at_turn_end	5	6	cards=4/4 hand_unresolved=2 n_enemies=3	0
soak-20260804-225937-run002#f1	3	l2.enemy_pool_drop	7	6	cards=4/4 hand_unresolved=2 n_enemies=3 pool=40->34	0
soak-20260804-225937-run002#f1	3	l2.fanfare_after_turn	9	12	cards=4/4 hand_unresolved=2 n_enemies=3	0
soak-20260804-225937-run002#f1	3	l2.fanfare_next_open_post_decay	7	12	cards=4/4 hand_unresolved=2 n_enemies=3	0
soak-20260804-225937-run002#f1	4	l2.enemy_pool_drop	7	12	cards=4/4 hand_unresolved=0 n_enemies=3 pool=34->22	0
soak-20260804-225937-run002#f1	4	l2.fanfare_next_open_post_decay	14	18	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-225937-run002#f1	5	l2.block_at_turn_end	7	5	cards=3/3 hand_unresolved=1 n_enemies=3	0
soak-20260804-225937-run002#f1	5	l2.fanfare_next_open_post_decay	14	18	cards=3/3 hand_unresolved=1 n_enemies=3	0
soak-20260804-225937-run002#f1	6	l2.block_at_turn_end	7	8	cards=4/4 hand_unresolved=1 n_enemies=3	0
soak-20260804-225937-run002#f1	6	l2.enemy_pool_drop	7	6	cards=4/4 hand_unresolved=1 n_enemies=3 pool=16->10	0
soak-20260804-225937-run002#f1	6	l2.fanfare_after_turn	18	19	cards=4/4 hand_unresolved=1 n_enemies=3	0
soak-20260804-225937-run002#f1	6	l2.fanfare_next_open_post_decay	14	19	cards=4/4 hand_unresolved=1 n_enemies=3	0
soak-20260804-225937-run002#f1	7	l2.fanfare_after_turn	21	18	cards=2/2 hand_unresolved=3 n_enemies=3	0
soak-20260804-225937-run002#f1	7	l2.fanfare_next_open_post_decay	17	18	cards=2/2 hand_unresolved=3 n_enemies=3	0
soak-20260804-225937-run002#f1	8	l2.fanfare_next_open_post_decay	16	20	cards=2/2 hand_unresolved=4 n_enemies=3	0
soak-20260804-225937-run002#f1		record.cards_played[Ethereal Spotlight]	0	9	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run002#f1		record.cards_played[Soloist's Solicitation]	6	7	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run002#f2	3	l1.damage	6	1	card=Soloist's Solicitation target=Nibbit target_hp=24->23 n_enemies=1	0
soak-20260804-225937-run002#f2	1	l2.fanfare_after_turn	6	9	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f2	1	l2.fanfare_next_open_post_decay	6	9	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f2	2	l2.block_at_turn_end	7	5	cards=6/6 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f2	2	l2.enemy_pool_drop	15	7	cards=6/6 hand_unresolved=0 n_enemies=1 pool=36->29	0
soak-20260804-225937-run002#f2	2	l2.fanfare_after_turn	9	13	cards=6/6 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f2	2	l2.fanfare_next_open_post_decay	7	13	cards=6/6 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f2	3	l2.block_at_turn_end	3	5	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f2	3	l2.fanfare_after_turn	13	17	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f2	3	l2.fanfare_next_open_post_decay	10	17	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f2	4	l2.block_at_turn_end	13	11	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f2	4	l2.enemy_pool_drop	9	6	cards=4/4 hand_unresolved=0 n_enemies=1 pool=17->11	0
soak-20260804-225937-run002#f2	4	l2.fanfare_after_turn	17	19	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f2	4	l2.fanfare_next_open_post_decay	14	19	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f2		record.cards_played[Ethereal Spotlight]	0	5	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run002#f2		record.cards_played[Soloist's Solicitation]	4	5	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run002#f3	2	l1.damage	6	10	card=Freminet — Pers, Deploy! target=Phrog Parasite target_hp=50->40 n_enemies=1	0
soak-20260804-225937-run002#f3	4	l1.damage	6	10	card=Freminet — Pers, Deploy! target=Phrog Parasite target_hp=15->5 n_enemies=1	0
soak-20260804-225937-run002#f3	7	l1.damage	7	-13	card=Chevreuse — Interdiction Fire target=Wriggler target_hp=5->18 n_enemies=1	1
soak-20260804-225937-run002#f3	8	l1.damage	6	12	card=Undercurrent target=Wriggler target_hp=18->6 n_enemies=1	0
soak-20260804-225937-run002#f3	1	l2.block_at_turn_end	7	5	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f3	1	l2.enemy_pool_drop	16	13	cards=5/5 hand_unresolved=0 n_enemies=1 pool=63->50	0
soak-20260804-225937-run002#f3	1	l2.fanfare_after_turn	0	3	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f3	1	l2.fanfare_next_open_post_decay	0	3	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f3	2	l2.enemy_pool_drop	15	16	cards=4/4 hand_unresolved=0 n_enemies=1 pool=50->34	0
soak-20260804-225937-run002#f3	2	l2.fanfare_after_turn	3	14	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f3	2	l2.fanfare_next_open_post_decay	2	14	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run002#f3	3	l2.enemy_pool_drop	16	19	cards=3/3 hand_unresolved=1 n_enemies=1 pool=34->15	0
soak-20260804-225937-run002#f3	3	l2.fanfare_after_turn	14	17	cards=3/3 hand_unresolved=1 n_enemies=1	0
soak-20260804-225937-run002#f3	3	l2.fanfare_next_open_post_decay	11	17	cards=3/3 hand_unresolved=1 n_enemies=1	0
soak-20260804-225937-run002#f3	4	l2.enemy_pool_drop	15	-59	cards=4/4 hand_unresolved=1 n_enemies=1 pool=15->74	1
soak-20260804-225937-run002#f3	4	l2.fanfare_after_turn	17	18	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-225937-run002#f3	4	l2.fanfare_next_open_post_decay	14	18	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-225937-run002#f3	5	l2.block_at_turn_end	13	11	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-225937-run002#f3	5	l2.fanfare_after_turn	18	22	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-225937-run002#f3	5	l2.fanfare_next_open_post_decay	14	22	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-225937-run002#f3	6	l2.enemy_pool_drop	9	6	cards=4/4 hand_unresolved=2 n_enemies=1 pool=68->62	0
soak-20260804-225937-run002#f3	6	l2.fanfare_after_turn	22	28	cards=4/4 hand_unresolved=2 n_enemies=1	0
soak-20260804-225937-run002#f3	6	l2.fanfare_next_open_post_decay	18	28	cards=4/4 hand_unresolved=2 n_enemies=1	0
soak-20260804-225937-run002#f3	7	l2.block_at_turn_end	10	11	cards=4/4 hand_unresolved=2 n_enemies=1	0
soak-20260804-225937-run002#f3	7	l2.enemy_pool_drop	10	5	cards=4/4 hand_unresolved=2 n_enemies=1 pool=62->57	0
soak-20260804-225937-run002#f3	7	l2.fanfare_next_open_post_decay	22	28	cards=4/4 hand_unresolved=2 n_enemies=1	0
soak-20260804-225937-run002#f3	8	l2.block_at_turn_end	7	5	cards=3/3 hand_unresolved=3 n_enemies=1	0
soak-20260804-225937-run002#f3	8	l2.enemy_pool_drop	6	36	cards=3/3 hand_unresolved=3 n_enemies=1 pool=57->21	0
soak-20260804-225937-run002#f3	8	l2.fanfare_next_open_post_decay	22	28	cards=3/3 hand_unresolved=3 n_enemies=1	0
soak-20260804-225937-run002#f3		record.cards_played[Ethereal Spotlight]	0	9	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run003#f1	2	l1.damage	6	7	card=The House Rises target=Toadpole target_hp=15->8 n_enemies=2	0
soak-20260804-225937-run003#f1	1	l2.block_at_turn_end	7	6	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f1	1	l2.fanfare_after_turn	0	4	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f1	1	l2.fanfare_next_open_post_decay	0	4	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f1	2	l2.enemy_pool_drop	21	20	cards=5/5 hand_unresolved=0 n_enemies=2 pool=40->20	0
soak-20260804-225937-run003#f1	2	l2.fanfare_after_turn	4	14	cards=5/5 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f1	2	l2.fanfare_next_open_post_decay	3	14	cards=5/5 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f1	3	l2.block_at_turn_end	7	3	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f1	3	l2.enemy_pool_drop	12	8	cards=4/4 hand_unresolved=0 n_enemies=2 pool=20->12	0
soak-20260804-225937-run003#f1	3	l2.fanfare_after_turn	14	18	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f1	3	l2.fanfare_next_open_post_decay	11	18	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f1		record.cards_played[Ethereal Spotlight]	0	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run003#f1		record.cards_played[Soloist's Solicitation]	2	3	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run003#f2	3	l1.damage	3	4	card=Shinobu — Sanctifying Ring target=Seapunk target_hp=29->25 n_enemies=1	0
soak-20260804-225937-run003#f2	4	l1.damage	6	2	card=Freminet — Pers, Deploy! target=Seapunk target_hp=16->14 n_enemies=1	0
soak-20260804-225937-run003#f2	1	l2.block_at_turn_end	13	11	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f2	1	l2.fanfare_after_turn	0	3	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f2	1	l2.fanfare_next_open_post_decay	0	3	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f2	2	l2.enemy_pool_drop	15	10	cards=5/5 hand_unresolved=0 n_enemies=1 pool=39->29	0
soak-20260804-225937-run003#f2	2	l2.fanfare_after_turn	3	9	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f2	2	l2.fanfare_next_open_post_decay	2	9	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f2	3	l2.block_at_turn_end	6	4	cards=3/3 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f2	3	l2.enemy_pool_drop	10	6	cards=3/3 hand_unresolved=0 n_enemies=1 pool=29->23	0
soak-20260804-225937-run003#f2	3	l2.fanfare_after_turn	9	10	cards=3/3 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f2	3	l2.fanfare_next_open_post_decay	7	10	cards=3/3 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f2	4	l2.block_at_turn_end	13	11	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f2	4	l2.fanfare_after_turn	10	12	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f2	4	l2.fanfare_next_open_post_decay	8	12	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f2	5	l2.enemy_pool_drop	14	10	cards=4/4 hand_unresolved=0 n_enemies=1 pool=14->4	0
soak-20260804-225937-run003#f2	5	l2.fanfare_after_turn	12	18	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f2	5	l2.fanfare_next_open_post_decay	10	18	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f2		record.cards_played[Ethereal Spotlight]	0	6	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run003#f2		record.cards_played[Shinobu — Sanctifying Ring]	1	2	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run003#f3	1	l2.block_at_turn_end	7	5	cards=5/5 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f3	1	l2.enemy_pool_drop	19	16	cards=5/5 hand_unresolved=0 n_enemies=2 pool=51->35	0
soak-20260804-225937-run003#f3	1	l2.fanfare_after_turn	0	6	cards=5/5 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f3	1	l2.fanfare_next_open_post_decay	0	6	cards=5/5 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f3	2	l2.block_at_turn_end	6	4	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f3	2	l2.enemy_pool_drop	12	10	cards=4/4 hand_unresolved=0 n_enemies=2 pool=35->25	0
soak-20260804-225937-run003#f3	2	l2.fanfare_after_turn	6	11	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f3	2	l2.fanfare_next_open_post_decay	5	11	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f3	3	l2.enemy_pool_drop	29	24	cards=4/4 hand_unresolved=0 n_enemies=2 pool=25->1	0
soak-20260804-225937-run003#f3	3	l2.fanfare_after_turn	11	14	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f3	3	l2.fanfare_next_open_post_decay	9	14	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-225937-run003#f3		record.cards_played[Ethereal Spotlight]	0	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run003#f3		record.cards_played[Soloist's Solicitation]	2	3	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run003#f4	1	l1.damage	6	0	card=Freminet — Pers, Deploy! target=Sewer Clam target_hp=56->56 n_enemies=1	0
soak-20260804-225937-run003#f4	1	l1.damage	4	2	card=Charlotte — Framing: Freezing Point Composition target=Sewer Clam target_hp=56->54 n_enemies=1	0
soak-20260804-225937-run003#f4	2	l1.damage	6	0	card=Soloist's Solicitation target=Sewer Clam target_hp=54->54 n_enemies=1	0
soak-20260804-225937-run003#f4	4	l1.damage	6	3	card=Freminet — Pers, Deploy! target=Sewer Clam target_hp=49->46 n_enemies=1	0
soak-20260804-225937-run003#f4	4	l1.damage	4	6	card=Charlotte — Framing: Freezing Point Composition target=Sewer Clam target_hp=46->40 n_enemies=1	0
soak-20260804-225937-run003#f4	5	l1.damage	6	4	card=Freminet — Pers, Deploy! target=Sewer Clam target_hp=31->27 n_enemies=1	0
soak-20260804-225937-run003#f4	6	l1.damage	5	3	card=Fischl — Nightrider target=Sewer Clam target_hp=18->15 n_enemies=1	0
soak-20260804-225937-run003#f4	1	l2.enemy_pool_drop	15	2	cards=4/4 hand_unresolved=0 n_enemies=1 pool=64->62	0
soak-20260804-225937-run003#f4	1	l2.fanfare_after_turn	0	5	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f4	1	l2.fanfare_next_open_post_decay	0	5	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f4	2	l2.block_at_turn_end	7	5	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f4	2	l2.enemy_pool_drop	13	6	cards=5/5 hand_unresolved=0 n_enemies=1 pool=62->56	0
soak-20260804-225937-run003#f4	2	l2.fanfare_after_turn	5	9	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f4	2	l2.fanfare_next_open_post_decay	4	9	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f4	3	l2.enemy_pool_drop	7	1	cards=4/4 hand_unresolved=0 n_enemies=1 pool=56->55	0
soak-20260804-225937-run003#f4	3	l2.fanfare_after_turn	14	16	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f4	3	l2.fanfare_next_open_post_decay	11	16	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f4	4	l2.enemy_pool_drop	21	19	cards=4/4 hand_unresolved=0 n_enemies=1 pool=55->36	0
soak-20260804-225937-run003#f4	4	l2.fanfare_next_open_post_decay	13	16	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f4	5	l2.block_at_turn_end	7	5	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f4	5	l2.enemy_pool_drop	15	14	cards=4/4 hand_unresolved=0 n_enemies=1 pool=36->22	0
soak-20260804-225937-run003#f4	5	l2.fanfare_after_turn	16	24	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f4	5	l2.fanfare_next_open_post_decay	13	24	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run003#f4		record.cards_played[Ethereal Spotlight]	0	6	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run003#f4		record.cards_played[The House Rises]	0	1	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run003#f5	1	l2.block_at_turn_end	13	11	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-225937-run003#f5	1	l2.fanfare_after_turn	0	6	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-225937-run003#f5	1	l2.fanfare_next_open_post_decay	0	6	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-225937-run003#f5	2	l2.enemy_pool_drop	21	18	cards=4/4 hand_unresolved=0 n_enemies=3 pool=63->45	0
soak-20260804-225937-run003#f5	2	l2.fanfare_after_turn	6	21	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-225937-run003#f5	2	l2.fanfare_next_open_post_decay	5	21	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-225937-run003#f5		record.cards_played[Ethereal Spotlight]	0	3	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run003#f5		record.cards_played[Slip Backstage]	0	1	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-205730-run002#f1		record.cards_played[Ethereal Spotlight]	0	1	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-205730-run002#f2		record.cards_played[Ethereal Spotlight]	0	1	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-205730-run002#f3		record.cards_played[Ethereal Spotlight]	0	1	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-205730-run002#f4		record.cards_played[Ethereal Spotlight]	0	1	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-205730-run002#f5	4	l1.damage	10	15	card=Freminet — Pressurized Floe: Backstroke target=Fuzzy Wurm Crawler target_hp=21->6 n_enemies=1	0
soak-20260804-205730-run002#f5		record.cards_played[Soloist's Solicitation]	0	1	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-210235-run001#f1	3	l1.damage	6	8	card=Freminet — Pers, Deploy! target=Seapunk target_hp=28->20 n_enemies=1	0
soak-20260804-210235-run001#f1	4	l1.damage	6	1	card=Kaeya — Frostgnaw target=Seapunk target_hp=12->11 n_enemies=1	0
soak-20260804-210235-run001#f1		record.cards_played[Ethereal Spotlight]	0	5	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-210235-run001#f1		record.cards_played[Freminet — Pers, Deploy!]	2	3	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-210736-run001#f1	2	l1.damage	6	4	card=Freminet — Pers, Deploy! target=Sludge Spinner target_hp=31->27 n_enemies=1	0
soak-20260804-210736-run001#f1		record.cards_played[Ethereal Spotlight]	0	7	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-210736-run001#f1		record.cards_played[Soloist's Solicitation]	3	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-210736-run001#f2	3	l1.damage	10	13	card=Torrential Turn target=Seapunk target_hp=25->12 n_enemies=1	0
soak-20260804-210736-run001#f2		record.cards_played[Ethereal Spotlight]	0	5	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-210736-run001#f2		record.cards_played[Torrential Turn]	2	3	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-210736-run002#f1	4	l1.damage	6	-22	card=Freminet — Pers, Deploy! target=Corpse Slug target_hp=4->26 n_enemies=2	1
soak-20260804-210736-run002#f1		record.cards_played[Ethereal Spotlight]	0	7	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-210736-run002#f1		record.cards_played[Soloist's Solicitation]	5	6	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-210736-run002#f2		record.cards_played[Ethereal Spotlight]	0	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-210736-run002#f2		record.cards_played[Soloist's Solicitation]	2	3	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f1		record.cards_played[Chevreuse — Interdiction Fire]	2	3	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f1		record.cards_played[Ethereal Spotlight]	0	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f2	1	l1.damage	7	10	card=Chevreuse — Interdiction Fire target=Seapunk target_hp=44->34 n_enemies=1	0
soak-20260804-211110-run001#f2	2	l1.damage	5	7	card=Matinée Performance target=Seapunk target_hp=34->27 n_enemies=1	0
soak-20260804-211110-run001#f2	4	l1.damage	7	10	card=Chevreuse — Interdiction Fire target=Seapunk target_hp=15->5 n_enemies=1	0
soak-20260804-211110-run001#f2		record.cards_played[Ethereal Spotlight]	0	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f2		record.cards_played[Matinée Performance]	1	2	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f3		record.cards_played[Ethereal Spotlight]	0	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f3		record.cards_played[Matinée Performance]	0	1	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f4	4	l1.damage	7	10	card=Chevreuse — Interdiction Fire target=Phantasmal Gardener target_hp=13->3 n_enemies=4	0
soak-20260804-211110-run001#f4	5	l1.damage	7	10	card=Chevreuse — Interdiction Fire target=Phantasmal Gardener target_hp=13->3 n_enemies=4	0
soak-20260804-211110-run001#f4		record.cards_played[Ethereal Spotlight]	0	7	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f4		record.cards_played[Soloist's Solicitation]	3	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f5	3	l1.damage	7	10	card=Chevreuse — Interdiction Fire target=Skulking Colony target_hp=51->41 n_enemies=1	0
soak-20260804-211110-run001#f5		record.cards_played[Ethereal Spotlight]	0	5	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f5		record.cards_played[Matinée Performance]	0	1	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f6		record.cards_played[Chevreuse — Interdiction Fire]	1	2	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f6		record.cards_played[Ethereal Spotlight]	0	3	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f6		record.cards_played[Ethereal Spotlight+]	0	1	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f7	4	l1.damage	5	13	card=Matinée Performance target=Punch Construct target_hp=18->5 n_enemies=1	0
soak-20260804-211110-run001#f7		record.cards_played[Ethereal Spotlight]	0	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f7		record.cards_played[Soloist's Solicitation]	1	2	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run001#f8	1	l1.damage	7	0	card=Chevreuse — Interdiction Fire target=Lagavulin Matriarch target_hp=222->222 n_enemies=1	0
soak-20260804-211110-run001#f8	5	l1.damage	8	16	card=Let the People Rejoice target=Lagavulin Matriarch target_hp=178->162 n_enemies=1	0
soak-20260804-211110-run001#f8	9	l1.damage	7	1	card=Chevreuse — Interdiction Fire target=Lagavulin Matriarch target_hp=113->112 n_enemies=1	0
soak-20260804-211110-run001#f8	9	l1.damage	6	4	card=Soloist's Solicitation target=Lagavulin Matriarch target_hp=112->108 n_enemies=1	0
soak-20260804-211110-run001#f8		record.cards_played[Ethereal Spotlight]	0	11	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run002#f1	3	l1.damage	6	4	card=Freminet — Pers, Deploy! target=Nibbit target_hp=25->21 n_enemies=1	0
soak-20260804-211110-run002#f1	3	l1.damage	4	6	card=Charlotte — Framing: Freezing Point Composition target=Nibbit target_hp=21->15 n_enemies=1	0
soak-20260804-211110-run002#f1		record.cards_played[Ethereal Spotlight]	0	5	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run002#f1		record.cards_played[Freminet — Pers, Deploy!]	2	3	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run002#f2	2	l1.damage	6	11	card=Soloist's Solicitation target=Shrinker Beetle target_hp=25->14 n_enemies=1	0
soak-20260804-211110-run002#f2	4	l1.damage	6	5	card=Soloist's Solicitation target=Shrinker Beetle target_hp=8->3 n_enemies=1	0
soak-20260804-211110-run002#f2		record.cards_played[Ethereal Spotlight]	0	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run002#f2		record.cards_played[Soloist's Solicitation]	3	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-211110-run002#f3	1	l1.damage	6	8	card=Soloist's Solicitation target=Fuzzy Wurm Crawler target_hp=56->48 n_enemies=1	0
